Blocks: '[72:58:80:20, -2:70:-6:1:1, -1:70:-6:3:1, -3:70:-5:1:1, -2:70:-5:1:1, -1:70:-5:3:1,
  0:70:-5:172, 1:70:-5:172, -3:70:-4:1:1, -2:70:-4:1:1, -1:70:-4:172, 0:70:-4:172,
  1:70:-4:172, 2:70:-4:172, 3:70:-4:172, -3:70:-3:1:1, -2:70:-3:172, -1:70:-3:172,
  -14:85:3:159:1, -13:85:3:159:1, -12:85:3:159:1, -11:85:3:179, -10:85:3:172, -9:85:3:172,
  -8:85:3:172, -7:85:3:172, -6:85:3:172, -5:85:3:172, -4:85:3:159:1, -3:85:3:159:1,
  -2:85:3:159:1, -1:85:3:159:1, 0:85:3:159:1, 1:85:3:159:1, 2:85:3:159:1, 3:85:3:159:1,
  4:85:3:159:1, 5:85:3:159:1, 6:85:3:1, 7:85:3:56, 8:85:3:159:1, 9:85:3:159:1, 10:85:3:179,
  11:85:3:159:1, 12:85:3:159:1, 13:85:3:159:1, 14:85:3:159:1, 22:85:3:126:9, 23:85:3:126:9,
  24:85:3:126:9, 27:85:3:126:9, 28:85:3:126:9, 29:85:3:126:9, 38:85:3:172, 39:85:3:1:5,
  41:85:3:188, 43:85:3:1:5, 44:85:3:172, -42:85:4:172, -41:85:4:172, -40:85:4:172,
  -27:85:4:95:8, -26:85:4:95:8, -25:85:4:95:8, -24:85:4:95:8, -14:85:4:159:1, -13:85:4:159:1,
  -12:85:4:159:1, -11:85:4:172, -10:85:4:172, -9:85:4:172, -8:85:4:17, -7:85:4:1:5,
  -6:85:4:1:5, -5:85:4:1, -4:85:4:172, -3:85:4:159:1, -2:85:4:159:1, -1:85:4:159:1,
  0:85:4:159:1, 1:85:4:159:1, 2:85:4:159:1, 3:85:4:159:1, 4:85:4:172, 5:85:4:1, 6:85:4:1,
  9:85:4:159:1, 10:85:4:159:1, 11:85:4:159:1, 12:85:4:159:1, 13:85:4:159:1, 14:85:4:159:1,
  24:85:4:95:8, 25:85:4:95:8, 26:85:4:95:8, 27:85:4:95:8, 40:85:4:172, 41:85:4:172,
  42:85:4:172, -27:85:5:95:8, -26:85:5:95:8, -25:85:5:95:8, -24:85:5:95:8, -23:85:5:95:8,
  -14:85:5:159:1, -13:85:5:159:1, -12:85:5:159:1, -11:85:5:172, -10:85:5:56, -9:85:5:126:1,
  -5:85:5:125:1, -4:85:5:172, -3:85:5:172, -2:85:5:159:1, -1:85:5:159:1, 0:85:5:159:1,
  1:85:5:159:1, 2:85:5:159:1, 3:85:5:159:1, 4:85:5:172, 10:85:5:159:1, 11:85:5:159:1,
  12:85:5:159:1, 13:85:5:159:1, 14:85:5:159:1, 23:85:5:95:8, 24:85:5:95:8, 25:85:5:95:8,
  26:85:5:95:8, 27:85:5:95:8, -29:85:6:126:9, -28:85:6:126:9, -27:85:6:126:9, -26:85:6:126:9,
  -23:85:6:126:9, -22:85:6:126:9, -21:85:6:126:9, -13:85:6:159:1, -12:85:6:159:1,
  -11:85:6:1, -10:85:6:1, -4:85:6:1, -3:85:6:172, -2:85:6:159:1, -1:85:6:159:1, 0:85:6:159:1,
  1:85:6:159:1, 2:85:6:159:1, 3:85:6:172, 4:85:6:172, 10:85:6:182, 11:85:6:182, 12:85:6:159:1,
  13:85:6:159:1, 21:85:6:126:9, 22:85:6:126:9, 23:85:6:126:9, 26:85:6:126:9, 27:85:6:126:9,
  28:85:6:126:9, 29:85:6:126:9, -26:85:7:95:8, -25:85:7:95:8, -24:85:7:95:8, -23:85:7:95:8,
  -13:85:7:159:1, -12:85:7:159:1, -11:85:7:182, -10:85:7:182, -3:85:7:172, -2:85:7:159:1,
  -1:85:7:159:1, 0:85:7:159:1, 1:85:7:159:1, 2:85:7:172, 3:85:7:172, 4:85:7:172, 11:85:7:182,
  12:85:7:182, 13:85:7:182, 23:85:7:95:8, 24:85:7:95:8, 25:85:7:95:8, 26:85:7:95:8,
  -26:85:8:95:8, -25:85:8:95:8, -24:85:8:95:8, -23:85:8:95:8, -13:85:8:182, -12:85:8:182,
  -11:85:8:182, -3:85:8:159:1, -2:85:8:159:1, -1:85:8:159:1, 0:85:8:159:1, 1:85:8:159:1,
  2:85:8:172, 3:85:8:172, 4:85:8:172, 23:85:8:95:8, 24:85:8:95:8, 25:85:8:95:8, 26:85:8:95:8,
  -28:85:9:126:9, -27:85:9:126:9, -26:85:9:126:9, -23:85:9:126:9, -22:85:9:126:9,
  -21:85:9:126:9, -20:85:9:126:9, -3:85:9:159:1, -2:85:9:159:1, -1:85:9:159:1, 0:85:9:159:1,
  1:85:9:159:1, 2:85:9:172, 3:85:9:172, 4:85:9:1, 20:85:9:126:9, 21:85:9:126:9, 22:85:9:126:9,
  25:85:9:126:9, 26:85:9:126:9, 27:85:9:126:9, 28:85:9:126:9, -25:85:10:95:8, -24:85:10:95:8,
  -23:85:10:95:8, -22:85:10:95:8, -5:85:10:182, -4:85:10:159:1, -3:85:10:159:1, -2:85:10:179,
  -1:85:10:179, 0:85:10:159:1, 1:85:10:159:1, 2:85:10:159:1, 3:85:10:172, 4:85:10:1,
  5:85:10:56, 6:85:10:172, 7:85:10:172, 8:85:10:182, 22:85:10:95:8, 23:85:10:95:8,
  24:85:10:95:8, 25:85:10:95:8, -25:85:11:95:8, -24:85:11:95:8, -23:85:11:95:8, -22:85:11:95:8,
  -21:85:11:95:8, -11:85:11:188, -5:85:11:182, -4:85:11:159:1, -3:85:11:159:1, -2:85:11:159:1,
  -1:85:11:179, 0:85:11:159:1, 1:85:11:159:1, 2:85:11:159:1, 3:85:11:179, 4:85:11:159:1,
  5:85:11:1, 6:85:11:172, 7:85:11:159:1, 8:85:11:182, 9:85:11:182, 11:85:11:188, 21:85:11:95:8,
  22:85:11:95:8, 23:85:11:95:8, 24:85:11:95:8, 25:85:11:95:8, -24:85:12:126:9, -21:85:12:126:9,
  -20:85:12:126:9, -19:85:12:126:9, -6:85:12:182, -5:85:12:182, -4:85:12:159:1, -3:85:12:159:1,
  -2:85:12:159:1, -1:85:12:159:1, 0:85:12:159:1, 1:85:12:179, 2:85:12:179, 3:85:12:159:1,
  4:85:12:159:1, 5:85:12:159:1, 6:85:12:159:1, 7:85:12:159:1, 8:85:12:159:1, 9:85:12:182,
  19:85:12:126:9, 20:85:12:126:9, 21:85:12:126:9, 24:85:12:126:9, -39:85:13:172, -38:85:13:172,
  -37:85:13:172, -26:85:13:126:9, -25:85:13:126:9, -24:85:13:126:9, -23:85:13:95:8,
  -22:85:13:95:8, -21:85:13:95:8, -6:85:13:182, -5:85:13:159:1, -4:85:13:159:1, -3:85:13:159:1,
  -2:85:13:159:1, -1:85:13:159:1, 0:85:13:159:1, 1:85:13:159:1, 2:85:13:159:1, 3:85:13:159:1,
  4:85:13:159:1, 5:85:13:159:1, 6:85:13:159:1, 7:85:13:159:1, 8:85:13:159:1, 21:85:13:95:8,
  22:85:13:95:8, 23:85:13:95:8, 24:85:13:126:9, 25:85:13:126:9, 26:85:13:126:9, 37:85:13:172,
  38:85:13:172, 39:85:13:172, -41:85:14:172, -40:85:14:1:5, -38:85:14:188, -36:85:14:1:5,
  -35:85:14:172, -23:85:14:95:8, -22:85:14:95:8, -20:85:14:126:9, -19:85:14:126:9,
  -18:85:14:126:9, -5:85:14:159:1, -4:85:14:159:1, -3:85:14:159:1, -2:85:14:159:1,
  -1:85:14:159:1, 0:85:14:159:1, 1:85:14:159:1, 2:85:14:159:1, 3:85:14:159:1, 4:85:14:159:1,
  5:85:14:159:1, 18:85:14:126:9, 19:85:14:126:9, 20:85:14:126:9, 22:85:14:95:8, 23:85:14:95:8,
  35:85:14:172, 36:85:14:172, 37:85:14:172, 38:85:14:172, 39:85:14:172, 40:85:14:172,
  41:85:14:172, -42:85:15:172, -41:85:15:172, -35:85:15:172, -22:85:15:126:9, -20:85:15:95:8,
  -2:85:15:159:1, -1:85:15:159:1, 0:85:15:159:1, 1:85:15:159:1, 2:85:15:159:1, 20:85:15:95:8,
  22:85:15:126:9, 23:85:15:126:9, 35:85:15:172, 36:85:15:179, 37:85:15:179, 38:85:15:172,
  39:85:15:172, 40:85:15:172, 41:85:15:172, 42:85:15:172, -42:85:16:172, -41:85:16:1:5,
  -34:85:16:172, -24:85:16:126:9, -23:85:16:126:9, -22:85:16:126:9, -21:85:16:95:8,
  -20:85:16:95:8, -19:85:16:95:8, -17:85:16:126:9, 17:85:16:126:9, 19:85:16:95:8,
  20:85:16:95:8, 21:85:16:95:8, 22:85:16:126:9, 23:85:16:126:9, 24:85:16:126:9, 34:85:16:172,
  35:85:16:172, 36:85:16:179, 37:85:16:179, 38:85:16:179, 39:85:16:179, 40:85:16:172,
  41:85:16:172, 42:85:16:172, 43:85:16:172, -43:85:17:172, -42:85:17:172, -41:85:17:172,
  -40:85:17:179, -39:85:17:17:12, -37:85:17:182, -36:85:17:182, -34:85:17:172, -21:85:17:95:8,
  -18:85:17:126:9, -17:85:17:126:9, -16:85:17:126:9, 16:85:17:126:9, 17:85:17:126:9,
  18:85:17:126:9, 21:85:17:95:8, 34:85:17:172, 36:85:17:182, 37:85:17:182, 39:85:17:17:12,
  40:85:17:179, 41:85:17:172, 42:85:17:172, 43:85:17:172, -43:85:18:172, -42:85:18:172,
  -41:85:18:172, -40:85:18:172, -39:85:18:179, -38:85:18:179, -37:85:18:179, -36:85:18:179,
  -35:85:18:172, -34:85:18:172, -22:85:18:126:9, -21:85:18:126:9, -20:85:18:126:9,
  -19:85:18:95:8, -18:85:18:95:8, -17:85:18:126:9, -14:85:18:126:9, 14:85:18:126:9,
  17:85:18:126:9, 18:85:18:95:8, 19:85:18:95:8, 20:85:18:126:9, 21:85:18:126:9, 34:85:18:172,
  41:85:18:1:5, 42:85:18:172, -42:85:19:172, -41:85:19:172, -40:85:19:172, -39:85:19:172,
  -38:85:19:172, -37:85:19:179, -36:85:19:179, -35:85:19:172, -23:85:19:126:9, -22:85:19:126:9,
  -20:85:19:95:8, -19:85:19:95:8, -18:85:19:95:8, -16:85:19:95:8, -14:85:19:126:9,
  -12:85:19:126:9, 12:85:19:126:9, 14:85:19:126:9, 16:85:19:95:8, 18:85:19:95:8, 19:85:19:95:8,
  20:85:19:95:8, 21:85:19:126:9, 22:85:19:126:9, 23:85:19:126:9, 35:85:19:172, 41:85:19:172,
  42:85:19:172, -41:85:20:172, -40:85:20:172, -39:85:20:172, -38:85:20:172, -37:85:20:172,
  -36:85:20:172, -35:85:20:172, -19:85:20:95:8, -18:85:20:126:9, -16:85:20:95:8, -15:85:20:95:8,
  -14:85:20:126:9, -12:85:20:126:9, -9:85:20:126:9, 9:85:20:126:9, 12:85:20:126:9,
  14:85:20:126:9, 15:85:20:95:8, 16:85:20:95:8, 18:85:20:126:9, 19:85:20:95:8, 35:85:20:172,
  36:85:20:1:5, 38:85:20:188, 40:85:20:1:5, 41:85:20:172, -39:85:21:172, -38:85:21:172,
  -37:85:21:172, -19:85:21:126:9, -18:85:21:126:9, -17:85:21:95:8, -16:85:21:95:8,
  -13:85:21:95:8, -12:85:21:126:9, -11:85:21:95:8, -9:85:21:126:9, -6:85:21:126:9,
  6:85:21:126:9, 9:85:21:126:9, 11:85:21:95:8, 12:85:21:126:9, 13:85:21:95:8, 16:85:21:95:8,
  17:85:21:95:8, 18:85:21:126:9, 37:85:21:172, 38:85:21:172, 39:85:21:172, -19:85:22:126:9,
  -16:85:22:126:9, -15:85:22:126:9, -14:85:22:95:8, -13:85:22:95:8, -11:85:22:95:8,
  -10:85:22:95:8, -9:85:22:126:9, -6:85:22:126:9, -3:85:22:126:9, 0:85:22:126:9, 3:85:22:126:9,
  6:85:22:126:9, 9:85:22:126:9, 10:85:22:95:8, 11:85:22:95:8, 13:85:22:95:8, 14:85:22:95:8,
  15:85:22:126:9, 16:85:22:126:9, 18:85:22:126:9, 19:85:22:126:9, -19:85:23:126:9,
  -16:85:23:126:9, -15:85:23:126:9, -14:85:23:95:8, -13:85:23:95:8, -11:85:23:95:8,
  -10:85:23:95:8, -8:85:23:95:8, -7:85:23:95:8, -6:85:23:126:9, -5:85:23:95:8, -3:85:23:126:9,
  0:85:23:126:9, 3:85:23:126:9, 6:85:23:126:9, 7:85:23:95:8, 8:85:23:95:8, 9:85:23:126:9,
  10:85:23:95:8, 11:85:23:95:8, 13:85:23:95:8, 14:85:23:95:8, 16:85:23:126:9, 19:85:23:126:9,
  -16:85:24:126:9, -13:85:24:126:9, -12:85:24:126:9, -11:85:24:95:8, -10:85:24:95:8,
  -8:85:24:95:8, -7:85:24:95:8, -5:85:24:95:8, -4:85:24:95:8, -3:85:24:126:9, -2:85:24:95:8,
  -1:85:24:95:8, 0:85:24:126:9, 1:85:24:95:8, 2:85:24:95:8, 3:85:24:126:9, 4:85:24:95:8,
  5:85:24:95:8, 7:85:24:95:8, 8:85:24:95:8, 10:85:24:95:8, 11:85:24:95:8, 12:85:24:126:9,
  13:85:24:126:9, 16:85:24:126:9, -13:85:25:126:9, -11:85:25:95:8, -10:85:25:95:8,
  -9:85:25:126:9, -8:85:25:95:8, -7:85:25:95:8, -5:85:25:95:8, -4:85:25:95:8, -2:85:25:95:8,
  -1:85:25:95:8, 1:85:25:95:8, 2:85:25:95:8, 4:85:25:95:8, 5:85:25:95:8, 7:85:25:95:8,
  8:85:25:95:8, 10:85:25:95:8, 11:85:25:95:8, 13:85:25:126:9, -13:85:26:126:9, -9:85:26:126:9,
  -8:85:26:95:8, -7:85:26:95:8, -6:85:26:126:9, -5:85:26:95:8, -4:85:26:95:8, -2:85:26:95:8,
  -1:85:26:95:8, 1:85:26:95:8, 2:85:26:95:8, 4:85:26:95:8, 5:85:26:95:8, 6:85:26:126:9,
  7:85:26:95:8, 8:85:26:95:8, 9:85:26:126:9, 13:85:26:126:9, -9:85:27:126:9, -6:85:27:126:9,
  -5:85:27:95:8, -4:85:27:95:8, -3:85:27:126:9, -2:85:27:95:8, -1:85:27:95:8, 0:85:27:126:9,
  1:85:27:95:8, 2:85:27:95:8, 3:85:27:126:9, 4:85:27:95:8, 5:85:27:95:8, 6:85:27:126:9,
  9:85:27:126:9, -9:85:28:126:9, -6:85:28:126:9, -3:85:28:126:9, 0:85:28:126:9, 3:85:28:126:9,
  6:85:28:126:9, 9:85:28:126:9, -6:85:29:126:9, -3:85:29:126:9, 0:85:29:126:9, 3:85:29:126:9,
  6:85:29:126:9, -18:85:34:172, -17:85:34:172, -16:85:34:172, 16:85:34:172, 17:85:34:172,
  18:85:34:172, -20:85:35:172, -19:85:35:172, -16:85:35:172, -15:85:35:172, -14:85:35:172,
  14:85:35:172, 15:85:35:172, 18:85:35:172, 19:85:35:172, 20:85:35:172, -20:85:36:1:5,
  -17:85:36:182, -16:85:36:179, -15:85:36:179, -14:85:36:172, 14:85:36:1:5, 17:85:36:182,
  18:85:36:179, 19:85:36:179, 20:85:36:172, -21:85:37:172, -17:85:37:182, -16:85:37:179,
  -15:85:37:179, -14:85:37:172, -13:85:37:172, -1:85:37:172, 0:85:37:172, 1:85:37:172,
  13:85:37:172, 17:85:37:182, 18:85:37:179, 19:85:37:179, 20:85:37:172, 21:85:37:172,
  -21:85:38:172, -20:85:38:188, -16:85:38:179, -15:85:38:172, -14:85:38:172, -13:85:38:172,
  -3:85:38:172, -2:85:38:172, 1:85:38:172, 2:85:38:172, 3:85:38:172, 13:85:38:172,
  14:85:38:188, 18:85:38:179, 19:85:38:172, 20:85:38:172, 21:85:38:172, -21:85:39:172,
  -17:85:39:17:12, -16:85:39:179, -15:85:39:172, -14:85:39:172, -13:85:39:172, -3:85:39:1:5,
  0:85:39:182, 1:85:39:179, 2:85:39:179, 3:85:39:172, 13:85:39:172, 17:85:39:17:12,
  18:85:39:179, 19:85:39:172, 20:85:39:172, 21:85:39:172, -20:85:40:1:5, -17:85:40:179,
  -16:85:40:172, -15:85:40:172, -14:85:40:172, -4:85:40:172, 0:85:40:182, 1:85:40:179,
  2:85:40:179, 3:85:40:172, 4:85:40:172, 14:85:40:1:5, 17:85:40:179, 18:85:40:172,
  19:85:40:172, 20:85:40:172, -20:85:41:172, -19:85:41:172, -18:85:41:1:5, -17:85:41:172,
  -16:85:41:172, -15:85:41:172, -14:85:41:172, -4:85:41:172, -3:85:41:188, 1:85:41:179,
  2:85:41:172, 3:85:41:172, 4:85:41:172, 14:85:41:172, 15:85:41:172, 16:85:41:1:5,
  17:85:41:172, 18:85:41:172, 19:85:41:172, 20:85:41:172, -19:85:42:172, -18:85:42:172,
  -17:85:42:172, -16:85:42:172, -15:85:42:172, -4:85:42:172, 0:85:42:17:12, 1:85:42:179,
  2:85:42:172, 3:85:42:172, 4:85:42:172, 15:85:42:172, 16:85:42:172, 17:85:42:172,
  18:85:42:172, 19:85:42:172, -17:85:43:172, -16:85:43:172, -3:85:43:1:5, 0:85:43:179,
  1:85:43:172, 2:85:43:172, 3:85:43:172, 17:85:43:172, 18:85:43:172, -3:85:44:172,
  -2:85:44:172, -1:85:44:1:5, 0:85:44:172, 1:85:44:172, 2:85:44:172, 3:85:44:172,
  -2:85:45:172, -1:85:45:172, 0:85:45:172, 1:85:45:172, 2:85:45:172, 0:85:46:172,
  1:85:46:172, -1:86:-46:172, 0:86:-46:172, 1:86:-46:1:5, -3:86:-45:172, -2:86:-45:172,
  -1:86:-45:172, 0:86:-45:172, 1:86:-45:172, 2:86:-45:1:5, -3:86:-44:172, -2:86:-44:172,
  -1:86:-44:172, 0:86:-44:172, 1:86:-44:172, 2:86:-44:172, 3:86:-44:172, 4:86:-44:172,
  -18:86:-43:172, -17:86:-43:172, -16:86:-43:1:5, -4:86:-43:172, -3:86:-43:172, -2:86:-43:172,
  -1:86:-43:172, 0:86:-43:179, 3:86:-43:172, 4:86:-43:172, 16:86:-43:172, 17:86:-43:172,
  18:86:-43:1:5, -20:86:-42:172, -19:86:-42:172, -18:86:-42:172, -17:86:-42:172, -16:86:-42:172,
  -15:86:-42:1:5, -4:86:-42:172, -3:86:-42:172, -2:86:-42:172, -1:86:-42:179, 0:86:-42:17:12,
  4:86:-42:172, 14:86:-42:172, 15:86:-42:172, 16:86:-42:172, 17:86:-42:172, 18:86:-42:172,
  19:86:-42:1:5, -20:86:-41:172, -19:86:-41:172, -18:86:-41:172, -17:86:-41:172, -16:86:-41:172,
  -15:86:-41:172, -14:86:-41:172, -13:86:-41:172, -4:86:-41:15, -3:86:-41:172, -2:86:-41:180:3,
  -1:86:-41:180:3, 3:86:-41:50:5, 4:86:-41:172, 14:86:-41:172, 15:86:-41:172, 16:86:-41:172,
  17:86:-41:172, 18:86:-41:172, 19:86:-41:172, 20:86:-41:172, 21:86:-41:172, -21:86:-40:172,
  -20:86:-40:172, -19:86:-40:172, -18:86:-40:172, -17:86:-40:179, -14:86:-40:172,
  -13:86:-40:172, -4:86:-40:1:5, -3:86:-40:172, 4:86:-40:172, 13:86:-40:172, 14:86:-40:172,
  15:86:-40:172, 16:86:-40:172, 17:86:-40:179, 20:86:-40:172, 21:86:-40:172, -21:86:-39:172,
  -20:86:-39:172, -19:86:-39:172, -18:86:-39:179, -17:86:-39:17:12, -13:86:-39:172,
  -4:86:-39:172, -3:86:-39:172, 3:86:-39:172, 4:86:-39:172, 13:86:-39:172, 14:86:-39:172,
  15:86:-39:172, 16:86:-39:179, 17:86:-39:17:12, 21:86:-39:172, -21:86:-38:15, -20:86:-38:172,
  -19:86:-38:180:3, -18:86:-38:180:3, -14:86:-38:50:5, -13:86:-38:172, -3:86:-38:172,
  -2:86:-38:172, -1:86:-38:172, 2:86:-38:172, 3:86:-38:172, 13:86:-38:15, 14:86:-38:172,
  15:86:-38:180:3, 16:86:-38:180:3, 20:86:-38:50:5, 21:86:-38:172, -21:86:-37:1:5,
  -20:86:-37:172, -13:86:-37:172, -3:86:-37:3, -2:86:-37:172, -1:86:-37:172, 0:86:-37:172,
  1:86:-37:172, 2:86:-37:172, 3:86:-37:159:1, 13:86:-37:1:5, 14:86:-37:172, 21:86:-37:172,
  -21:86:-36:172, -20:86:-36:172, -14:86:-36:172, -13:86:-36:172, 13:86:-36:172, 14:86:-36:172,
  20:86:-36:172, 21:86:-36:172, -20:86:-35:172, -19:86:-35:172, -18:86:-35:172, -15:86:-35:172,
  -14:86:-35:172, 14:86:-35:172, 15:86:-35:172, 16:86:-35:172, 19:86:-35:172, 20:86:-35:172,
  -20:86:-34:3, -19:86:-34:172, -18:86:-34:172, -17:86:-34:172, -16:86:-34:172, -15:86:-34:172,
  -14:86:-34:159:1, 14:86:-34:3, 15:86:-34:172, 16:86:-34:172, 17:86:-34:172, 18:86:-34:172,
  19:86:-34:172, 20:86:-34:159:1, -6:86:-29:134:2, -3:86:-29:134:2, 0:86:-29:134:2,
  3:86:-29:134:2, 6:86:-29:134:2, -9:86:-28:134:2, -6:86:-28:98, -5:86:-28:98, -4:86:-28:98,
  -3:86:-28:98, -2:86:-28:98, -1:86:-28:98, 0:86:-28:98, 1:86:-28:98, 2:86:-28:98,
  3:86:-28:98, 4:86:-28:98, 5:86:-28:98, 6:86:-28:98, 9:86:-28:134:2, -10:86:-27:98,
  -9:86:-27:98, -8:86:-27:98, -7:86:-27:98, -6:86:-27:98, -3:86:-27:126:1, 0:86:-27:126:1,
  3:86:-27:126:1, 6:86:-27:98, 7:86:-27:98, 8:86:-27:98, 9:86:-27:98, 10:86:-27:98,
  -13:86:-26:134:2, -12:86:-26:98, -11:86:-26:98, -10:86:-26:98, -9:86:-26:126:1,
  -6:86:-26:126:1, -3:86:-26:126:1, 0:86:-26:126:1, 3:86:-26:126:1, 6:86:-26:126:1,
  9:86:-26:126:1, 10:86:-26:98, 11:86:-26:98, 12:86:-26:98, 13:86:-26:134:2, -14:86:-25:98,
  -13:86:-25:98, -12:86:-25:98, -9:86:-25:126:1, -6:86:-25:126:1, -3:86:-25:126:1,
  0:86:-25:126:1, 3:86:-25:126:1, 6:86:-25:126:1, 9:86:-25:126:1, 12:86:-25:98, 13:86:-25:98,
  14:86:-25:98, -16:86:-24:134:2, -15:86:-24:98, -14:86:-24:98, -13:86:-24:126:1,
  -12:86:-24:126:1, -9:86:-24:126:1, -6:86:-24:126:1, -3:86:-24:126:1, 0:86:-24:126:1,
  3:86:-24:126:1, 6:86:-24:126:1, 9:86:-24:126:1, 12:86:-24:126:1, 13:86:-24:126:1,
  14:86:-24:98, 15:86:-24:98, 16:86:-24:134:2, -19:86:-23:134:2, -17:86:-23:98, -16:86:-23:98,
  -15:86:-23:98, -12:86:-23:126:1, -9:86:-23:126:1, -6:86:-23:126:1, -4:86:-23:98,
  -3:86:-23:98, -2:86:-23:98, -1:86:-23:98, 0:86:-23:98, 1:86:-23:98, 2:86:-23:98,
  3:86:-23:98, 4:86:-23:98, 6:86:-23:126:1, 9:86:-23:126:1, 12:86:-23:126:1, 15:86:-23:98,
  16:86:-23:98, 17:86:-23:98, 19:86:-23:134:2, -19:86:-22:98, -18:86:-22:98, -17:86:-22:98,
  -16:86:-22:126:1, -15:86:-22:126:1, -12:86:-22:126:1, -9:86:-22:126:1, -8:86:-22:98,
  -7:86:-22:98, -6:86:-22:98, -5:86:-22:98, -4:86:-22:98, -3:86:-22:134:3, 0:86:-22:134:3,
  3:86:-22:134:3, 4:86:-22:98, 5:86:-22:98, 6:86:-22:98, 7:86:-22:98, 8:86:-22:98,
  9:86:-22:126:1, 12:86:-22:126:1, 15:86:-22:126:1, 16:86:-22:126:1, 17:86:-22:98,
  18:86:-22:98, 19:86:-22:98, -41:86:-21:172, -40:86:-21:172, -39:86:-21:172, -38:86:-21:172,
  -37:86:-21:172, -36:86:-21:172, -20:86:-21:98, -19:86:-21:98, -18:86:-21:126:1,
  -15:86:-21:126:1, -14:86:-21:126:1, -12:86:-21:126:1, -10:86:-21:98, -9:86:-21:98,
  -8:86:-21:98, -6:86:-21:134:3, 6:86:-21:134:3, 8:86:-21:98, 9:86:-21:98, 10:86:-21:98,
  12:86:-21:126:1, 14:86:-21:126:1, 15:86:-21:126:1, 18:86:-21:126:1, 19:86:-21:98,
  20:86:-21:98, 36:86:-21:172, 37:86:-21:1:5, 38:86:-21:15, 39:86:-21:172, 40:86:-21:172,
  -41:86:-20:172, -40:86:-20:172, -38:86:-20:50:5, -36:86:-20:172, -35:86:-20:172,
  -34:86:-20:159:1, -21:86:-20:98, -20:86:-20:98, -18:86:-20:126:1, -17:86:-20:126:1,
  -14:86:-20:126:1, -13:86:-20:98, -12:86:-20:98, -11:86:-20:98, -10:86:-20:98, -9:86:-20:134:3,
  9:86:-20:134:3, 10:86:-20:98, 11:86:-20:98, 12:86:-20:98, 13:86:-20:98, 14:86:-20:126:1,
  17:86:-20:126:1, 18:86:-20:126:1, 21:86:-20:98, 34:86:-20:3, 35:86:-20:172, 36:86:-20:172,
  37:86:-20:172, 38:86:-20:172, 39:86:-20:172, 40:86:-20:172, 41:86:-20:172, 42:86:-20:172,
  -42:86:-19:1:5, -41:86:-19:172, -35:86:-19:172, -34:86:-19:172, -23:86:-19:134,
  -22:86:-19:98, -21:86:-19:98, -17:86:-19:126:1, -15:86:-19:98, -14:86:-19:98, -13:86:-19:98,
  -12:86:-19:134:3, 12:86:-19:134:3, 13:86:-19:98, 14:86:-19:98, 15:86:-19:98, 17:86:-19:126:1,
  21:86:-19:98, 22:86:-19:98, 23:86:-19:134:1, 34:86:-19:172, 35:86:-19:172, 38:86:-19:180,
  39:86:-19:172, 40:86:-19:172, 41:86:-19:172, 42:86:-19:172, -43:86:-18:1:5, -42:86:-18:172,
  -41:86:-18:172, -34:86:-18:172, -22:86:-18:98, -21:86:-18:126:1, -20:86:-18:126:1,
  -17:86:-18:98, -16:86:-18:98, -15:86:-18:98, -14:86:-18:134:3, 14:86:-18:134:3,
  15:86:-18:98, 16:86:-18:98, 17:86:-18:98, 20:86:-18:126:1, 21:86:-18:126:1, 22:86:-18:98,
  34:86:-18:172, 35:86:-18:172, 38:86:-18:180, 39:86:-18:179, 40:86:-18:172, 41:86:-18:172,
  42:86:-18:172, 43:86:-18:172, -43:86:-17:172, -42:86:-17:172, -41:86:-17:172, -40:86:-17:179,
  -39:86:-17:17:12, -34:86:-17:172, -23:86:-17:98, -22:86:-17:98, -20:86:-17:126:1,
  -19:86:-17:126:1, -18:86:-17:98, -17:86:-17:98, -16:86:-17:134:3, 16:86:-17:134:3,
  17:86:-17:98, 18:86:-17:98, 19:86:-17:126:1, 20:86:-17:126:1, 22:86:-17:98, 23:86:-17:98,
  34:86:-17:172, 39:86:-17:17:12, 40:86:-17:179, 41:86:-17:172, 42:86:-17:172, 43:86:-17:172,
  -43:86:-16:172, -42:86:-16:172, -41:86:-16:172, -40:86:-16:172, -39:86:-16:179,
  -38:86:-16:180:1, -35:86:-16:172, -34:86:-16:172, -24:86:-16:134, -23:86:-16:98,
  -22:86:-16:126:1, -18:86:-16:98, -17:86:-16:134:1, 17:86:-16:134, 18:86:-16:98,
  22:86:-16:126:1, 23:86:-16:98, 24:86:-16:134:1, 34:86:-16:172, 41:86:-16:172, 42:86:-16:172,
  43:86:-16:1:5, -42:86:-15:172, -41:86:-15:172, -40:86:-15:172, -39:86:-15:172, -38:86:-15:180:1,
  -35:86:-15:172, -34:86:-15:172, -24:86:-15:98, -23:86:-15:98, -22:86:-15:126:1,
  -21:86:-15:126:1, -19:86:-15:98, -18:86:-15:98, 18:86:-15:98, 19:86:-15:98, 21:86:-15:126:1,
  22:86:-15:126:1, 23:86:-15:98, 24:86:-15:98, 34:86:-15:172, 35:86:-15:172, 41:86:-15:172,
  42:86:-15:1:5, -42:86:-14:172, -41:86:-14:172, -40:86:-14:172, -39:86:-14:172, -38:86:-14:172,
  -37:86:-14:172, -36:86:-14:172, -35:86:-14:172, -34:86:-14:3, -25:86:-14:98, -24:86:-14:98,
